temp_C,HR,windSpeed_m/s,windGust_m/s,pres_mbar,solarRad_W/m2,rain_mm/h,rain_day
9.3,49.7,0.0,0.0,1029.67,1.88,0.0,0.0
8.22,57.77,0.0,0.0,1029.67,1.76,0.0,0.0
7.28,61.54,0.0,0.0,1030.0,1.62,0.0,0.0
7.01,61.51,0.0,0.0,1030.33,1.68,0.0,0.0
6.93,58.91,0.0,0.0,1031.08,7.53,0.0,0.0
7.45,54.73,0.0,0.0,1031.92,104.73,0.0,0.0
8.2,52.27,0.0,0.0,1032.75,247.05,0.0,0.0
8.56,51.99,0.0,0.0,1033.0,367.36,0.0,0.0
9.6,48.91,0.0,0.0,1032.83,444.36,0.0,0.0
10.29,47.16,0.0,0.0,1032.0,470.05,0.0,0.0
11.87,42.78,0.0,0.0,1031.08,432.04,0.0,0.0
12.32,36.5,0.0,0.0,1031.0,348.06,0.0,0.0
12.49,34.22,0.0,0.0,1031.0,216.32,0.0,0.0
12.07,42.09,0.0,0.0,1031.83,69.44,0.0,0.0
10.8,47.95,0.0,0.0,1032.0,3.45,0.0,0.0
10.49,48.32,0.0,0.0,1032.0,1.94,0.0,0.0
10.03,48.45,0.0,0.0,1033.0,1.88,0.0,0.0
9.44,52.88,0.0,0.0,1033.0,1.83,0.0,0.0
9.49,52.03,0.0,0.0,1033.67,1.92,0.0,0.0
9.1,53.34,0.0,0.0,1034.0,1.83,0.0,0.0
9.14,52.1,0.0,0.0,1034.0,1.84,0.0,0.0
8.12,63.15,0.0,0.0,1034.0,1.62,0.0,0.0
6.85,73.01,0.0,0.0,1034.0,1.55,0.0,0.0
6.75,66.96,0.0,0.0,1034.0,1.68,0.0,0.0
6.62,67.03,0.0,0.0,1034.0,1.42,0.0,0.0
6.78,61.81,0.0,0.0,1034.0,1.56,0.0,0.0
6.57,60.89,0.0,0.0,1033.75,1.55,0.0,0.0
6.21,63.92,0.0,0.0,1034.0,1.6,0.0,0.0
6.11,61.58,0.0,0.0,1034.0,7.38,0.0,0.0
6.47,60.98,0.0,0.0,1034.0,98.12,0.0,0.0
7.53,55.55,0.0,0.0,1034.92,239.43,0.0,0.0
8.62,52.19,0.0,0.0,1035.0,361.31,0.0,0.0
9.49,48.55,0.0,0.0,1034.17,437.78,0.0,0.0
11.12,42.74,0.0,0.0,1033.17,452.67,0.0,0.0
12.66,33.78,0.0,0.0,1032.0,386.11,0.0,0.0
13.1,35.29,0.0,0.0,1032.0,270.3,0.0,0.0
13.1,37.87,0.0,0.0,1032.0,127.75,0.0,0.0
12.42,37.66,0.0,0.0,1031.25,13.73,0.0,0.0
11.33,40.39,0.0,0.0,1031.83,1.87,0.0,0.0
10.6,41.89,0.0,0.0,1032.0,1.85,0.0,0.0
10.12,47.06,0.0,0.0,1032.0,1.87,0.0,0.0
10.12,49.75,0.0,0.0,1032.0,1.81,0.0,0.0
10.08,54.32,0.0,0.0,1032.0,1.79,0.0,0.0
10.12,58.39,0.0,0.0,1031.67,1.78,0.0,0.0
10.69,51.36,0.0,0.0,1031.0,1.83,0.0,0.0
11.17,44.63,0.0,0.0,1030.0,1.92,0.0,0.0
10.42,48.17,0.0,0.0,1030.0,1.85,0.0,0.0
10.32,54.63,0.0,0.0,1030.0,1.85,0.0,0.0
10.36,64.19,0.0,0.0,1029.33,1.85,0.0,0.0
11.04,64.69,0.0,0.0,1029.0,1.73,0.0,0.0
10.61,65.93,0.0,0.0,1029.0,1.7,0.0,0.0
10.78,65.83,0.0,0.0,1029.0,2.17,0.0,0.0
8.48,79.99,0.0,0.0,1030.0,43.37,0.0,0.0
10.24,69.32,0.0,0.0,1030.25,172.97,0.0,0.0
12.5,60.09,0.0,0.0,1030.75,304.76,0.0,0.0
14.44,52.84,0.0,0.0,1030.08,401.62,0.0,0.0
14.73,52.42,0.0,0.0,1029.83,451.71,0.0,0.0
15.44,49.66,0.0,0.0,1029.0,442.77,0.0,0.0
16.12,49.11,0.0,0.0,1028.92,377.18,0.0,0.0
16.48,48.45,0.0,0.0,1028.75,267.26,0.0,0.0
16.52,47.68,0.0,0.0,1029.0,125.38,0.0,0.0
15.77,50.14,0.0,0.0,1029.0,11.11,0.0,0.0
15.42,51.21,0.0,0.0,1029.17,2.14,0.0,0.0
15.05,52.29,0.0,0.0,1030.17,2.18,0.0,0.0
13.87,49.81,0.0,0.0,1031.0,2.06,0.0,0.0
13.15,46.2,0.0,0.0,1031.0,1.96,0.0,0.0
12.46,45.75,0.0,0.0,1032.0,1.95,0.0,0.0
11.29,47.32,0.0,0.0,1032.0,1.87,0.0,0.0
10.37,51.7,0.0,0.0,1032.92,1.77,0.0,0.0
9.76,55.23,0.0,0.0,1032.25,1.71,0.0,0.0
9.04,60.46,0.0,0.0,1032.67,1.6,0.0,0.0
8.42,62.58,0.0,0.0,1033.0,1.64,0.0,0.0
7.82,63.8,0.0,0.0,1033.0,1.52,0.0,0.0
7.57,62.79,0.0,0.0,1033.0,1.54,0.0,0.0
7.63,60.84,0.0,0.0,1033.25,1.57,0.0,0.0
7.39,61.02,0.0,0.0,1034.0,2.23,0.0,0.0
7.57,57.55,0.0,0.0,1034.25,52.98,0.0,0.0
8.15,58.54,0.0,0.0,1035.0,192.46,0.0,0.0
8.9,54.69,0.0,0.0,1035.25,319.88,0.0,0.0
10.6,50.23,0.0,0.0,1035.0,413.16,0.0,0.0
12.19,47.04,0.0,0.0,1034.5,455.8,0.0,0.0
14.11,42.18,0.0,0.0,1033.75,438.65,0.0,0.0
15.06,41.1,0.0,0.0,1033.0,373.5,0.0,0.0
15.45,40.98,0.0,0.0,1033.0,250.0,0.0,0.0
15.05,44.0,0.0,0.0,1033.0,108.18,0.0,0.0
13.31,57.0,0.0,0.0,1033.0,10.61,0.0,0.0
12.49,55.74,0.0,0.0,1033.0,1.8,0.0,0.0
12.32,48.55,0.0,0.0,1033.42,1.85,0.0,0.0
12.06,43.57,0.0,0.0,1034.0,1.83,0.0,0.0
11.85,40.26,0.0,0.0,1034.0,1.75,0.0,0.0
11.54,41.88,0.0,0.0,1033.5,1.72,0.0,0.0
11.62,39.81,0.0,0.0,1033.5,1.71,0.0,0.0
10.86,46.67,0.0,0.0,1033.83,1.67,0.0,0.0
10.75,49.14,0.0,0.0,1033.0,1.56,0.0,0.0
9.89,55.45,0.0,0.0,1033.42,1.69,0.0,0.0
9.44,59.31,0.0,0.0,1034.0,1.55,0.0,0.0
8.86,64.41,0.0,0.0,1034.0,1.59,0.0,0.0
8.49,66.77,0.0,0.0,1034.0,1.42,0.0,0.0
8.99,59.52,0.0,0.0,1034.0,1.59,0.0,0.0
8.59,58.8,0.0,0.0,1035.0,2.4,0.0,0.0
8.22,59.42,0.0,0.0,1035.58,51.25,0.0,0.0
8.12,61.47,0.0,0.0,1036.25,186.98,0.0,0.0
9.18,56.51,0.0,0.0,1037.0,316.28,0.0,0.0
10.14,53.67,0.0,0.0,1037.0,409.36,0.0,0.0
11.25,51.91,0.0,0.0,1036.75,451.04,0.0,0.0
12.46,49.91,0.0,0.0,1036.0,437.27,0.0,0.0
13.92,45.14,0.0,0.0,1036.0,370.13,0.0,0.0
14.65,43.06,0.0,0.0,1036.0,255.78,0.0,0.0
14.75,45.72,0.0,0.0,1036.0,115.77,0.0,0.0
13.95,47.08,0.0,0.0,1036.92,10.92,0.0,0.0
13.87,45.93,0.0,0.0,1037.0,1.83,0.0,0.0
13.87,45.66,0.0,0.0,1038.0,1.9,0.0,0.0
13.85,45.09,0.0,0.0,1038.0,1.93,0.0,0.0
13.63,46.17,0.0,0.0,1038.0,1.9,0.0,0.0
13.36,47.02,0.0,0.0,1038.0,1.88,0.0,0.0
12.13,51.49,0.0,0.0,1038.67,1.87,0.0,0.0
11.63,53.76,0.0,0.0,1038.75,1.77,0.0,0.0
11.37,53.54,0.0,0.0,1038.33,1.82,0.0,0.0
11.07,52.67,0.0,0.0,1038.08,1.76,0.0,0.0
10.27,57.45,0.0,0.0,1038.75,1.63,0.0,0.0
9.71,61.53,0.0,0.0,1038.08,1.57,0.0,0.0
10.41,57.06,0.0,0.0,1038.0,1.58,0.0,0.0
9.42,61.06,0.0,0.0,1038.42,1.56,0.0,0.0
8.14,71.44,0.0,0.0,1039.0,2.11,0.0,0.0
9.29,63.74,0.0,0.0,1039.0,50.8,0.0,0.0
10.93,57.06,0.0,0.0,1039.25,187.19,0.0,0.0
12.73,53.94,0.0,0.0,1039.75,315.29,0.0,0.0
13.37,53.71,0.0,0.0,1039.0,406.35,0.0,0.0
15.66,44.96,0.0,0.0,1038.17,443.97,0.0,0.0
17.3,39.43,0.0,0.0,1037.0,434.25,0.0,0.0
17.07,38.02,0.0,0.0,1036.08,372.98,0.0,0.0
17.18,37.48,0.0,0.0,1036.0,260.11,0.0,0.0
16.48,36.39,0.0,0.0,1035.75,121.47,0.0,0.0
14.92,44.11,0.0,0.0,1036.0,11.52,0.0,0.0
13.58,51.07,0.0,0.0,1035.92,1.79,0.0,0.0
13.01,56.56,0.0,0.0,1036.0,1.71,0.0,0.0
12.41,69.52,0.0,0.0,1035.75,1.47,0.0,0.0
12.26,70.18,0.0,0.0,1035.0,1.58,0.0,0.0
11.96,71.38,0.0,0.0,1035.0,1.51,0.0,0.0
11.71,69.15,0.0,0.0,1035.0,1.61,0.0,0.0
11.33,72.54,0.0,0.0,1034.08,1.6,0.0,0.0
11.0,78.83,0.0,0.0,1033.92,1.46,0.0,0.0
10.84,78.82,0.0,0.0,1033.0,1.62,0.0,0.0
10.65,77.23,0.0,0.0,1033.0,1.6,0.0,0.0
10.1,79.92,0.0,0.0,1033.0,1.26,0.0,0.0
10.14,78.92,0.0,0.0,1032.17,1.46,0.0,0.0
9.67,80.31,0.0,0.0,1032.08,1.31,0.0,0.0
8.0,86.67,0.0,0.0,1032.83,1.86,0.0,0.0
6.68,90.81,0.0,0.0,1033.0,37.12,0.0,0.0
6.0,92.68,0.0,0.0,1033.08,114.94,0.0,0.0
7.07,90.08,0.0,0.0,1033.92,299.47,0.0,0.0
8.65,73.98,0.0,0.0,1033.0,397.92,0.0,0.0
10.34,65.17,0.0,0.0,1032.25,439.94,0.0,0.0
11.34,63.08,0.0,0.0,1031.67,427.56,0.0,0.0
12.13,57.87,0.0,0.0,1031.0,361.54,0.0,0.0
13.03,54.81,0.0,0.0,1031.0,247.83,0.0,0.0
13.15,55.88,0.0,0.0,1031.0,112.04,0.0,0.0
12.96,56.26,0.0,0.0,1031.0,11.59,0.0,0.0
12.96,55.17,0.0,0.0,1031.0,1.88,0.0,0.0
13.32,51.79,0.0,0.0,1031.0,1.93,0.0,0.0
12.7,54.07,0.0,0.0,1031.33,1.89,0.0,0.0
11.55,61.83,0.0,0.0,1032.0,1.78,0.0,0.0
10.93,67.98,0.0,0.0,1032.0,1.7,0.0,0.0
9.86,71.6,0.0,0.0,1032.0,1.58,0.0,0.0
9.48,72.42,0.0,0.0,1032.0,1.55,0.0,0.0
9.0,72.3,0.0,0.0,1031.58,1.63,0.0,0.0
8.33,74.73,0.0,0.0,1031.25,1.28,0.0,0.0
8.02,76.92,0.0,0.0,1031.08,1.22,0.0,0.0
8.01,81.13,0.0,0.0,1031.0,1.42,0.0,0.0
7.9,83.7,0.0,0.0,1031.0,1.25,0.0,0.0
7.49,83.53,0.0,0.0,1031.0,1.35,0.0,0.0
7.62,84.74,0.0,0.0,1031.0,1.65,0.0,0.0
7.38,85.45,0.0,0.0,1031.0,27.83,0.0,0.0
7.82,83.62,0.0,0.0,1031.75,97.51,0.0,0.0
8.66,79.26,0.0,0.0,1032.0,227.89,0.0,0.0
9.2,77.0,0.0,0.0,1031.67,198.2,0.0,0.0
10.07,74.01,0.0,0.0,1030.58,263.31,0.0,0.0
10.97,71.56,0.0,0.0,1029.42,248.69,0.0,0.0
11.77,70.2,0.0,0.0,1028.58,238.72,0.0,0.0
12.34,69.39,0.0,0.0,1028.0,132.48,0.0,0.0
12.53,69.29,0.0,0.0,1028.0,32.58,0.0,0.0
12.62,69.67,0.0,0.0,1028.0,6.04,0.0,0.0
12.62,69.45,0.0,0.0,1028.0,1.67,0.0,0.0
12.8,68.26,0.0,0.0,1028.0,1.69,0.0,0.0
12.52,71.4,0.0,0.0,1027.92,1.65,0.0,0.0
11.92,76.97,0.0,0.0,1027.08,1.71,0.0,0.0
11.49,79.75,0.0,0.0,1027.0,1.41,0.0,0.0
11.2,82.77,0.0,0.0,1027.0,1.65,0.0,0.0
10.66,85.02,0.0,0.0,1026.92,1.41,0.0,0.0
10.25,87.04,0.0,0.0,1026.0,1.4,0.0,0.0
9.99,87.97,0.0,0.0,1026.0,1.38,0.0,0.0
9.59,89.91,0.0,0.0,1026.0,1.24,0.0,0.0
9.27,91.15,0.0,0.0,1025.17,1.36,0.0,0.0
8.9,91.85,0.0,0.0,1025.0,1.31,0.0,0.0
8.83,92.71,0.0,0.0,1025.0,1.16,0.0,0.0
8.86,93.02,0.0,0.0,1025.0,1.33,0.0,0.0
8.74,93.33,0.0,0.0,1025.0,19.88,0.0,0.0
8.87,93.43,0.0,0.0,1025.17,108.65,0.0,0.0
9.93,92.92,0.0,0.0,1025.83,206.87,0.0,0.0
10.84,92.23,0.0,0.0,1025.0,282.76,0.0,0.0
12.32,82.61,0.0,0.0,1024.25,177.35,0.0,0.0
13.87,71.24,0.0,0.0,1023.25,386.47,0.0,0.0
13.96,70.32,0.0,0.0,1023.0,208.75,0.0,0.0
14.04,70.81,0.0,0.0,1022.92,179.48,0.0,0.0
14.03,72.04,0.0,0.0,1022.25,58.72,0.0,0.0
13.67,77.43,0.0,0.0,1022.0,8.23,0.0,0.0
13.76,75.92,0.0,0.0,1022.08,1.53,0.06,0.06
12.12,80.23,0.0,0.0,1023.08,2.49,2.37,2.42
11.87,76.19,0.0,0.0,1023.58,1.47,0.21,2.6
11.71,78.18,0.0,0.0,1024.0,1.06,0.0,2.6
11.62,81.4,0.0,0.0,1024.83,1.69,0.0,2.6
11.69,79.57,0.0,0.0,1025.0,1.3,0.0,2.6
11.48,77.75,0.0,0.0,1025.0,1.18,0.0,0.43
11.28,77.15,0.0,0.0,1025.0,1.25,0.0,0.0
10.94,77.22,0.0,0.0,1025.33,1.05,0.0,0.0
10.2,81.05,0.0,0.0,1025.33,0.82,0.0,0.0
10.41,76.89,0.0,0.0,1025.0,1.21,0.0,0.0
10.26,77.1,0.0,0.0,1025.0,1.19,0.0,0.0
10.71,73.22,0.0,0.0,1025.0,1.53,0.0,0.0
10.71,71.19,0.0,0.0,1025.0,2.2,0.0,0.0
10.83,69.78,0.0,0.0,1025.67,34.07,0.0,0.0
10.91,72.23,0.0,0.0,1025.67,88.52,0.0,0.0
11.61,71.3,0.0,0.0,1026.0,117.95,0.0,0.0
12.68,65.21,0.0,0.0,1026.0,266.25,0.0,0.0
12.97,61.73,0.0,0.0,1025.17,226.95,0.0,0.0
13.32,59.15,0.0,0.0,1023.92,232.85,0.08,0.08
13.29,60.05,0.0,0.0,1023.0,165.32,0.03,0.1
13.15,61.52,0.0,0.0,1022.33,127.43,0.0,0.1
13.11,66.95,0.0,0.0,1021.5,49.22,0.0,0.1
13.25,67.65,0.0,0.0,1021.0,4.81,0.0,0.1
13.48,67.85,0.0,0.0,1020.75,1.8,0.0,0.1
13.7,69.57,0.0,0.0,1020.0,1.14,0.0,0.1
13.82,69.87,0.0,0.0,1020.0,1.47,0.0,0.1
13.88,72.61,0.0,0.0,1019.08,1.64,0.0,0.1
14.06,74.82,0.0,0.0,1019.0,1.57,0.0,0.1
13.99,78.46,0.0,0.0,1018.25,1.57,0.0,0.1
13.99,80.79,0.0,0.0,1017.08,1.56,0.09,0.03
14.32,80.23,0.0,0.0,1016.0,1.84,0.18,0.17
13.15,85.0,0.0,0.0,1017.0,1.92,2.01,2.18
13.15,77.73,0.0,0.0,1017.83,0.96,0.35,2.5
13.49,75.98,0.0,0.0,1017.83,1.45,0.0,2.5
13.11,73.89,0.0,0.0,1017.92,1.36,0.0,2.5
12.51,75.77,0.0,0.0,1018.08,1.42,0.0,2.5
12.0,79.27,0.0,0.0,1019.0,1.81,0.0,2.5
12.27,77.48,0.0,0.0,1019.67,33.82,0.0,2.5
12.94,75.36,0.0,0.0,1020.08,196.49,0.0,2.5
13.59,72.31,0.0,0.0,1021.0,248.48,0.0,2.5
13.64,68.01,0.0,0.0,1021.08,268.99,0.0,2.5
13.16,72.58,0.0,0.0,1020.83,235.87,0.04,2.54
13.52,71.34,0.0,0.0,1020.67,326.36,0.09,2.62
12.87,75.16,0.0,0.0,1020.08,219.2,0.08,2.7
13.59,66.44,0.0,0.0,1020.0,273.08,0.0,2.7
13.54,69.08,0.0,0.0,1020.08,96.16,0.0,2.7
13.3,74.24,0.0,0.0,1020.0,18.21,0.0,2.7
13.22,76.17,0.0,0.0,1020.0,1.62,0.0,2.7
13.26,77.04,0.0,0.0,1020.5,1.54,0.0,2.7
13.32,81.58,0.0,0.0,1020.0,1.53,0.0,2.7
13.69,83.62,0.0,0.0,1020.0,1.54,0.03,2.72
13.85,85.08,0.0,0.0,1020.0,1.19,0.28,3.0
14.07,84.88,0.0,0.0,1020.0,1.6,0.99,3.97
14.4,82.92,0.0,0.0,1020.0,1.3,0.14,1.37
14.16,82.32,0.0,0.0,1020.0,1.28,0.01,0.01
13.87,82.96,0.0,0.0,1019.58,1.38,0.12,0.12
13.84,81.16,0.0,0.0,1019.83,1.34,0.08,0.2
13.48,84.58,0.0,0.0,1019.17,1.26,0.0,0.2
13.52,86.26,0.0,0.0,1019.0,1.39,0.0,0.2
13.49,87.04,0.0,0.0,1019.33,1.56,0.08,0.27
13.44,87.42,0.0,0.0,1020.0,1.52,0.06,0.33
13.48,88.58,0.0,0.0,1020.0,17.0,0.14,0.48
13.76,88.15,0.0,0.0,1020.5,82.31,0.03,0.5
14.35,85.39,0.0,0.0,1021.08,191.05,0.0,0.5
14.83,80.08,0.0,0.0,1021.83,324.49,0.05,0.55
15.21,72.93,0.0,0.0,1021.58,380.32,0.06,0.6
15.28,72.88,0.0,0.0,1021.0,379.89,0.0,0.6
15.14,72.54,0.0,0.0,1021.0,296.78,0.0,0.6
14.84,75.82,0.0,0.0,1020.92,203.02,0.0,0.6
14.7,78.42,0.0,0.0,1021.0,76.58,0.0,0.6
14.45,78.55,0.0,0.0,1021.08,14.67,0.0,0.6
14.27,80.47,0.0,0.0,1022.0,1.47,0.0,0.6
14.53,80.28,0.0,0.0,1022.33,1.41,0.0,0.6
14.71,79.59,0.0,0.0,1023.0,1.28,0.0,0.6
14.57,80.36,0.0,0.0,1023.25,1.35,0.0,0.6
14.54,80.43,0.0,0.0,1024.0,1.21,0.0,0.6
14.04,84.38,0.0,0.0,1024.0,1.19,0.09,0.69
14.07,83.82,0.0,0.0,1024.42,1.33,0.02,0.23
14.12,84.17,0.0,0.0,1024.0,1.31,0.08,0.08
14.32,83.38,0.0,0.0,1024.0,1.73,0.03,0.1
14.4,84.01,0.0,0.0,1024.0,1.29,0.0,0.1
14.55,83.2,0.0,0.0,1024.0,1.29,0.0,0.1
14.57,81.43,0.0,0.0,1024.0,1.6,0.0,0.1
14.46,80.98,0.0,0.0,1024.0,1.4,0.0,0.1
14.43,81.23,0.0,0.0,1024.75,1.32,0.0,0.1
14.47,81.02,0.0,0.0,1026.0,20.49,0.0,0.1
14.78,79.35,0.0,0.0,1027.0,43.47,0.0,0.1
15.26,79.36,0.0,0.0,1027.42,215.36,0.07,0.17
16.08,71.29,0.0,0.0,1028.0,306.64,0.03,0.2
15.93,72.55,0.0,0.0,1027.17,215.66,0.0,0.2
16.33,68.06,0.0,0.0,1027.0,177.76,0.0,0.2
15.73,73.9,0.0,0.0,1027.0,139.45,0.0,0.2
16.01,69.55,0.0,0.0,1026.42,120.42,0.0,0.2
16.11,69.72,0.0,0.0,1027.0,98.44,0.0,0.2
15.55,73.23,0.0,0.0,1027.0,22.53,0.0,0.2
15.01,79.09,0.0,0.0,1027.25,1.52,0.0,0.2
14.67,82.82,0.0,0.0,1028.08,1.6,0.0,0.2
14.22,84.66,0.0,0.0,1029.08,1.3,0.0,0.2
14.26,82.77,0.0,0.0,1029.75,1.26,0.0,0.2
14.25,83.37,0.0,0.0,1030.0,1.47,0.0,0.2
14.21,84.37,0.0,0.0,1030.0,1.24,0.0,0.2
13.85,85.53,0.0,0.0,1029.92,1.26,0.0,0.07
13.28,87.21,0.0,0.0,1029.0,1.21,0.0,0.0
12.94,89.94,0.0,0.0,1029.0,1.33,0.0,0.0
13.17,90.57,0.0,0.0,1029.0,1.29,0.0,0.0
12.38,91.14,0.0,0.0,1029.0,1.17,0.0,0.0
12.08,91.77,0.0,0.0,1029.0,1.1,0.0,0.0
12.04,92.06,0.0,0.0,1029.0,1.03,0.08,0.08
11.9,92.29,0.0,0.0,1029.75,1.05,0.03,0.1
12.26,93.02,0.0,0.0,1030.0,11.95,0.0,0.1
12.88,93.19,0.0,0.0,1030.0,66.88,0.0,0.1
13.52,92.63,0.0,0.0,1030.17,138.57,0.0,0.1
13.67,91.35,0.0,0.0,1030.0,200.76,0.0,0.1
14.47,85.46,0.0,0.0,1029.5,261.68,0.0,0.1
15.4,75.87,0.0,0.0,1028.5,300.0,0.0,0.1
15.25,75.36,0.0,0.0,1028.0,243.91,0.0,0.1
15.04,77.52,0.0,0.0,1028.0,154.34,0.0,0.1
14.39,81.03,0.0,0.0,1028.0,67.68,0.0,0.1
14.21,81.61,0.0,0.0,1028.0,11.46,0.0,0.1
14.08,81.1,0.0,0.0,1028.0,1.36,0.0,0.1
14.19,80.0,0.0,0.0,1028.0,1.4,0.0,0.1
14.24,78.62,0.0,0.0,1028.0,1.41,0.0,0.1
14.2,77.01,0.0,0.0,1028.0,1.37,0.0,0.1
13.92,81.34,0.0,0.0,1028.0,1.36,0.0,0.1
13.8,82.81,0.0,0.0,1028.0,1.35,0.0,0.1
13.58,81.08,0.0,0.0,1028.0,1.39,0.0,0.03
13.27,82.17,0.0,0.0,1027.0,1.23,0.0,0.0
13.29,79.29,0.0,0.0,1026.0,1.23,0.0,0.0
13.26,78.15,0.0,0.0,1026.0,1.23,0.0,0.0
13.1,82.25,0.0,0.0,1026.0,1.38,0.0,0.0
12.82,85.98,0.0,0.0,1026.0,1.28,0.0,0.0
12.99,84.68,0.0,0.0,1025.83,1.28,0.0,0.0
13.49,78.37,0.0,0.0,1026.0,1.41,0.08,0.08
13.98,74.05,0.0,0.0,1026.0,5.66,0.03,0.1
14.19,73.98,0.0,0.0,1026.0,89.95,0.0,0.1
14.91,71.17,0.0,0.0,1026.5,257.53,0.0,0.1
15.07,71.7,0.0,0.0,1026.67,286.11,0.0,0.1
13.89,81.42,0.0,0.0,1026.75,127.28,0.37,0.47
13.87,78.3,0.0,0.0,1027.0,369.15,0.86,1.3
15.03,62.87,0.0,0.0,1027.5,377.22,0.0,1.3
14.85,61.48,0.0,0.0,1028.33,281.04,0.0,1.3
14.73,62.72,0.0,0.0,1029.08,142.7,0.0,1.3
14.11,63.11,0.0,0.0,1030.25,30.86,0.06,1.36
13.41,61.29,0.0,0.0,1031.42,1.43,0.04,1.4
13.09,64.94,0.0,0.0,1032.67,1.19,0.0,1.4
13.05,66.08,0.0,0.0,1033.92,1.29,0.0,1.4
12.88,64.38,0.0,0.0,1035.0,1.14,0.0,1.4
12.48,61.24,0.0,0.0,1035.0,1.09,0.0,1.4
12.44,63.18,0.0,0.0,1035.0,1.14,0.0,1.4
11.88,67.22,0.0,0.0,1035.0,1.08,0.0,0.47
11.41,69.15,0.0,0.0,1034.5,1.05,0.0,0.0
10.9,73.98,0.0,0.0,1034.75,0.66,0.0,0.0
10.71,76.73,0.0,0.0,1035.0,1.45,0.0,0.0
10.88,75.62,0.0,0.0,1035.33,0.94,0.0,0.0
11.15,76.92,0.0,0.0,1035.08,1.26,0.0,0.0
11.43,74.92,0.0,0.0,1035.75,1.1,0.0,0.0
11.57,75.53,0.0,0.0,1036.0,0.96,0.0,0.0
11.27,77.11,0.0,0.0,1036.42,27.05,0.0,0.0
12.14,73.98,0.0,0.0,1036.67,139.04,0.0,0.0
14.66,62.55,0.0,0.0,1037.0,275.09,0.0,0.0
14.53,64.63,0.0,0.0,1037.0,287.66,0.0,0.0
13.98,63.49,0.0,0.0,1036.75,261.82,0.0,0.0
14.63,56.36,0.0,0.0,1036.0,287.23,0.0,0.0
14.75,56.29,0.0,0.0,1035.5,206.83,0.0,0.0
14.49,57.77,0.0,0.0,1035.67,107.88,0.0,0.0
14.32,57.92,0.0,0.0,1036.0,106.67,0.0,0.0
13.89,57.41,0.0,0.0,1036.0,31.79,0.0,0.0
13.39,59.53,0.0,0.0,1036.42,1.33,0.0,0.0
13.22,60.44,0.0,0.0,1037.0,1.2,0.0,0.0
13.13,62.09,0.0,0.0,1037.0,1.21,0.0,0.0
13.08,62.44,0.0,0.0,1037.0,1.29,0.0,0.0
13.02,62.65,0.0,0.0,1037.0,1.25,0.0,0.0
12.87,63.68,0.0,0.0,1037.0,1.03,0.0,0.0
12.74,63.64,0.0,0.0,1037.0,1.1,0.0,0.0
12.58,64.75,0.0,0.0,1037.0,1.06,0.0,0.0
12.28,67.14,0.0,0.0,1036.42,1.08,0.0,0.0
12.22,68.12,0.0,0.0,1036.25,1.09,0.0,0.0
12.09,70.14,0.0,0.0,1036.0,0.96,0.0,0.0
12.25,71.21,0.0,0.0,1036.0,0.97,0.0,0.0
12.27,69.81,0.0,0.0,1036.0,1.19,0.0,0.0
12.04,73.38,0.0,0.0,1036.25,1.17,0.0,0.0
12.25,73.81,0.0,0.0,1037.0,34.08,0.0,0.0
12.96,71.92,0.0,0.0,1037.08,147.08,0.0,0.0
13.62,72.38,0.0,0.0,1038.0,173.02,0.0,0.0
14.17,68.89,0.0,0.0,1037.83,331.91,0.0,0.0
14.62,64.15,0.0,0.0,1037.0,246.25,0.0,0.0
14.88,61.98,0.0,0.0,1036.42,174.58,0.0,0.0
14.84,62.11,0.0,0.0,1036.0,190.58,0.0,0.0
14.82,62.97,0.0,0.0,1036.0,113.59,0.0,0.0
14.67,63.82,0.0,0.0,1036.0,55.96,0.0,0.0
14.37,66.05,0.0,0.0,1036.0,14.11,0.0,0.0
14.11,68.31,0.0,0.0,1036.0,1.34,0.0,0.0
14.07,68.59,0.0,0.0,1036.67,1.31,0.0,0.0
14.08,70.27,0.0,0.0,1037.0,1.28,0.0,0.0
13.84,74.48,0.0,0.0,1037.0,1.39,0.0,0.0
13.33,79.87,0.0,0.0,1037.0,1.24,0.0,0.0
13.32,81.22,0.0,0.0,1036.92,1.31,0.0,0.0
13.16,83.5,0.0,0.0,1036.42,1.17,0.0,0.0
13.01,85.25,0.0,0.0,1036.0,1.21,0.0,0.0
13.09,85.5,0.0,0.0,1036.0,1.02,0.0,0.0
13.1,86.58,0.0,0.0,1036.0,1.11,0.0,0.0
13.1,88.5,0.0,0.0,1036.0,1.31,0.0,0.0
13.05,89.08,0.0,0.0,1036.0,1.11,0.0,0.0
13.0,89.22,0.0,0.0,1035.92,1.25,0.0,0.0
13.06,89.19,0.0,0.0,1036.0,1.25,0.0,0.0
13.17,88.88,0.0,0.0,1036.0,21.53,0.0,0.0
13.44,86.98,0.0,0.0,1036.83,67.88,0.0,0.0
14.21,83.35,0.0,0.0,1037.0,184.84,0.0,0.0
15.11,77.68,0.0,0.0,1037.0,242.99,0.0,0.0
15.32,76.02,0.0,0.0,1037.0,199.46,0.0,0.0
15.06,79.66,0.0,0.0,1036.08,187.06,0.0,0.0
15.27,79.12,0.0,0.0,1035.42,179.63,0.0,0.0
15.3,76.73,0.0,0.0,1035.0,130.0,0.0,0.0
15.03,78.65,0.0,0.0,1035.0,47.17,0.0,0.0
14.8,78.51,0.0,0.0,1035.0,10.97,0.0,0.0
